136,272,4492,893,743,211,589,764,736,993,745
764,176,8743,743,211,611,136,580,993,745,931
580,1845,7215,211,611,354,764,939,745,931,439
939,5495,7478,611,354,167,580,672,931,439,333
672,1152,4839,354,167,366,939,465,439,333,364
465,5016,3291,167,366,496,672,760,333,364,870
760,542,1567,366,496,369,465,687,364,870,430
687,7888,9498,496,369,385,760,595,870,430,383
595,5111,951,369,385,687,430,383
40,9417,8726,316,441,182,193,434
182,1307,7622,316,441,871,40,82,193,434,144
82,3493,6434,441,871,548,182,896,434,144,781
896,6053,4026,871,548,854,82,737,144,781,421
737,7597,9174,548,854,795,896,639,781,421,424
639,9417,4952,854,795,566,737,28,421,424,557
28,9421,1942,795,566,664,639,146,424,557,197
146,2740,460,566,664,873,28,109,557,197,701
109,9157,9895,664,873,315,146,827,197,701,763
827,6447,4042,873,315,367,109,579,701,763,540
579,7623,2660,315,367,860,827,249,763,540,851
249,1165,5978,367,860,889,579,6,540,851,163
6,1943,9779,860,889,591,249,660,851,163,47
660,8468,3321,889,591,624,6,175,163,47,874
175,1387,514,591,624,588,660,474,47,874,829
474,1779,3132,624,588,692,175,640,874,829,925
640,3152,2800,588,692,622,474,332,829,925,487
332,5802,5049,692,622,463,640,959,925,487,98
959,3249,9592,622,463,888,332,158,487,98,685
158,5032,1238,463,888,777,959,839,98,685,983
839,8089,6712,888,777,131,158,295,685,983,900
295,7488,2144,777,131,589,839,736,983,900,726
736,9973,7026,131,589,136,295,993,900,726,289
993,7912,2907,589,136,764,736,745,726,289,48
745,4680,5615,136,764,580,993,931,289,48,128
931,4547,4765,764,580,939,745,439,48,128,847
439,1680,8170,580,939,672,931,333,128,847,806
333,5521,3168,939,672,465,439,364,847,806,610
364,3400,9946,672,465,760,333,870,806,610,331
870,5292,4607,465,760,687,364,430,610,331,287
430,8032,2923,760,687,595,870,383,331,287,239
383,7411,7601,687,595,430,287,239
193,7464,3516,40,182,434,489,395
434,9771,2649,40,182,82,193,144,489,395,26
144,228,3070,182,82,896,434,781,395,26,440
781,9960,7521,82,896,737,144,421,26,440,154
421,4021,1264,896,737,639,781,424,440,154,297
424,2097,6068,737,639,28,421,557,154,297,942
557,3077,4974,639,28,146,424,197,297,942,119
197,8960,4009,28,146,109,557,701,942,119,863
701,1307,4342,146,109,827,197,763,119,863,978
763,4690,3215,109,827,579,701,540,863,978,142
540,1522,7184,827,579,249,763,851,978,142,266
851,5432,4119,579,249,6,540,163,142,266,405
163,3676,6808,249,6,660,851,47,266,405,779
47,469,3081,6,660,175,163,874,405,779,872
874,6490,9738,660,175,474,47,829,779,872,78
829,4324,5376,175,474,640,874,925,872,78,140
925,2574,6894,474,640,332,829,487,78,140,256
487,808,9962,640,332,959,925,98,140,256,237
98,262,4051,332,959,158,487,685,256,237,264
685,373,61,959,158,839,98,983,237,264,89
983,7034,1495,158,839,295,685,900,264,89,156
900,7260,1086,839,295,736,983,726,89,156,466
726,2219,8997,295,736,993,900,289,156,466,627
289,5425,7076,736,993,745,726,48,466,627,866
48,8731,9021,993,745,931,289,128,627,866,775
128,7106,7165,745,931,439,48,847,866,775,52
847,8398,9318,931,439,333,128,806,775,52,628
806,8928,2236,439,333,364,847,610,52,628,968
610,6959,5016,333,364,870,806,331,628,968,192
331,6001,5408,364,870,430,610,287,968,192,653
287,5402,5672,870,430,383,331,239,192,653,581
239,6191,4528,430,383,287,653,581
489,2501,1576,193,434,395,608,895
395,1339,5025,193,434,144,489,26,608,895,238
26,4626,8590,434,144,781,395,440,895,238,230
440,1146,8003,144,781,421,26,154,238,230,57
154,667,4480,781,421,424,440,297,230,57,37
297,9447,5232,421,424,557,154,942,57,37,244
942,2126,298,424,557,197,297,119,37,244,652
119,1155,7793,557,197,701,942,863,244,652,143
863,2410,6251,197,701,763,119,978,652,143,732
978,6209,4865,701,763,540,863,142,143,732,302
142,4520,8900,763,540,851,978,266,732,302,388
266,510,2493,540,851,163,142,405,302,388,975
405,3089,3413,851,163,47,266,779,388,975,55
779,2146,1791,163,47,874,405,872,975,55,233
872,4749,8538,47,874,829,779,78,55,233,97
78,1653,4199,874,829,925,872,140,233,97,714
140,6726,870,829,925,487,78,256,97,714,451
256,1622,1260,925,487,98,140,237,714,451,575
237,6196,7236,487,98,685,256,264,451,575,964
264,4671,221,98,685,983,237,89,575,964,689
89,5873,9006,685,983,900,264,156,964,689,376
156,9874,1835,983,900,726,89,466,689,376,840
466,7966,1246,900,726,289,156,627,376,840,347
627,7788,7916,726,289,48,466,866,840,347,645
866,543,3297,289,48,128,627,775,347,645,512
775,1870,1291,48,128,847,866,52,645,512,784
52,579,1620,128,847,806,775,628,512,784,997
628,9160,5248,847,806,610,52,968,784,997,103
968,3992,3342,806,610,331,628,192,997,103,843
192,5526,457,610,331,287,968,653,103,843,912
653,724,6439,331,287,239,192,581,843,912,275
581,6363,3619,287,239,653,912,275
608,5263,2000,489,395,895,472,879
895,6615,5785,489,395,26,608,238,472,879,500
238,5413,1340,395,26,440,895,230,879,500,729
230,9316,7012,26,440,154,238,57,500,729,253
57,8053,1388,440,154,297,230,37,729,253,325
37,3424,5172,154,297,942,57,244,253,325,127
244,559,1752,297,942,119,37,652,325,127,220
652,1100,647,942,119,863,244,143,127,220,720
143,5815,7968,119,863,978,652,732,220,720,2
732,6983,5394,863,978,142,143,302,720,2,4
302,2590,1141,978,142,266,732,388,2,4,898
388,8357,6123,142,266,405,302,975,4,898,456
975,1517,3849,266,405,779,388,55,898,456,200
55,3899,3794,405,779,872,975,233,456,200,492
233,8260,8400,779,872,78,55,97,200,492,538
97,6428,1227,872,78,140,233,714,492,538,734
714,3072,113,78,140,256,97,451,538,734,699
451,9587,5128,140,256,237,714,575,734,699,16
575,8394,8712,256,237,264,451,964,699,16,41
964,7138,8863,237,264,89,575,689,16,41,450
689,3366,2624,264,89,156,964,376,41,450,576
376,9369,3355,89,156,466,689,840,450,576,882
840,8312,7307,156,466,627,376,347,576,882,33
347,2674,6792,466,627,866,840,645,882,33,503
645,3580,1054,627,866,775,347,512,33,503,716
512,7178,3792,866,775,52,645,784,503,716,567
784,9379,7414,775,52,628,512,997,716,567,600
997,2026,7849,52,628,968,784,103,567,600,129
103,8345,4751,628,968,192,997,843,600,129,990
843,1061,6787,968,192,653,103,912,129,990,389
912,3464,7635,192,653,581,843,275,990,389,644
275,1412,8169,653,581,912,389,644
472,4713,4396,608,895,879,281,619
879,4452,9814,608,895,238,472,500,281,619,552
500,6401,7419,895,238,230,879,729,619,552,928
729,918,4624,238,230,57,500,253,552,928,584
253,385,2611,230,57,37,729,325,928,584,867
325,1124,1055,57,37,244,253,127,584,867,9
127,5043,6825,37,244,652,325,220,867,9,678
220,1218,3843,244,652,143,127,720,9,678,803
720,5370,7820,652,143,732,220,2,678,803,351
2,5282,9731,143,732,302,720,4,803,351,642
4,3318,6676,732,302,388,2,898,351,642,116
898,4471,2556,302,388,975,4,456,642,116,875
456,8499,9946,388,975,55,898,200,116,875,605
200,7314,5952,975,55,233,456,492,875,605,596
492,5367,9489,55,233,97,200,538,605,596,901
538,1532,705,233,97,714,492,734,596,901,343
734,6200,8212,97,714,451,538,699,901,343,833
699,392,738,714,451,575,734,16,343,833,327
16,866,9274,451,575,964,699,41,833,327,657
41,5360,1124,575,964,689,16,450,327,657,443
450,2574,7078,964,689,376,41,576,657,443,767
576,7993,1798,689,376,840,450,882,443,767,876
882,2423,46,376,840,347,576,33,767,876,455
33,4570,1966,840,347,645,882,503,876,455,804
503,5979,1329,347,645,512,33,716,455,804,313
716,4820,9732,645,512,784,503,567,804,313,694
567,8063,393,512,784,997,716,600,313,694,65
600,6617,7323,784,997,103,567,129,694,65,339
129,9312,5300,997,103,843,600,990,65,339,606
990,1510,6415,103,843,912,129,389,339,606,149
389,8154,1735,843,912,275,990,644,606,149,59
644,2863,3251,912,275,389,149,59
281,7111,4656,472,879,619,265,418
619,2846,1582,472,879,500,281,552,265,418,178
552,9177,6681,879,500,729,619,928,418,178,190
928,5026,8382,500,729,253,552,584,178,190,852
584,8852,9161,729,253,325,928,867,190,852,454
867,3050,9714,253,325,127,584,9,852,454,834
9,2426,881,325,127,220,867,678,454,834,537
678,9163,8666,127,220,720,9,803,834,537,697
803,464,3127,220,720,2,678,351,537,697,241
351,396,8399,720,2,4,803,642,697,241,846
642,3966,4220,2,4,898,351,116,241,846,626
116,2897,9905,4,898,456,642,875,846,626,186
875,1759,9588,898,456,200,116,605,626,186,217
605,6903,8043,456,200,492,875,596,186,217,915
596,9250,1314,200,492,538,605,901,217,915,668
901,1409,8996,492,538,734,596,343,915,668,838
343,4586,2867,538,734,699,901,833,668,838,887
833,6869,9307,734,699,16,343,327,838,887,224
327,1621,7948,699,16,41,833,657,887,224,227
657,557,390,16,41,450,327,443,224,227,877
443,2179,6224,41,450,576,657,767,227,877,629
767,8727,2968,450,576,882,443,876,877,629,535
876,3709,188,576,882,33,767,455,629,535,278
455,7224,6388,882,33,503,876,804,535,278,845
804,6071,1066,33,503,716,455,313,278,845,371
313,6047,3160,503,716,567,804,694,845,371,72
694,9108,7159,716,567,600,313,65,371,72,362
65,1148,3158,567,600,129,694,339,72,362,539
339,264,4412,600,129,990,65,606,362,539,715
606,9008,9184,129,990,389,339,149,539,715,255
149,4639,1412,990,389,644,606,59,715,255,259
59,97,1873,389,644,149,255,259
265,2670,1488,281,619,418,399,71
418,9993,5599,281,619,552,265,178,399,71,513
178,6490,8512,619,552,928,418,190,71,513,438
190,1086,5819,552,928,584,178,852,513,438,444
852,3362,6537,928,584,867,190,454,438,444,564
454,7383,7797,584,867,9,852,834,444,564,735
834,3515,2756,867,9,678,454,537,564,735,240
537,2277,1522,9,678,803,834,697,735,240,994
697,7331,9142,678,803,351,537,241,240,994,647
241,5188,7025,803,351,642,697,846,994,647,776
846,6564,162,351,642,116,241,626,647,776,536
626,2741,8405,642,116,875,846,186,776,536,865
186,4551,7434,116,875,605,626,217,536,865,460
217,7322,1369,875,605,596,186,915,865,460,202
915,8871,7996,605,596,901,217,668,460,202,941
668,7573,971,596,901,343,915,838,202,941,368
838,3429,3698,901,343,833,668,887,941,368,718
887,6802,3460,343,833,327,838,224,368,718,798
224,6826,8110,833,327,657,887,227,718,798,169
227,6144,4521,327,657,443,224,877,798,169,126
877,9677,7716,657,443,767,227,629,169,126,228
629,3642,8004,443,767,876,877,535,126,228,358
535,9638,284,767,876,455,629,278,228,358,749
278,3016,7698,876,455,804,535,845,358,749,635
845,4301,1893,455,804,313,278,371,749,635,883
371,5846,8750,804,313,694,845,72,635,883,768
72,191,9139,313,694,65,371,362,883,768,312
362,4142,6529,694,65,339,72,539,768,312,294
539,4161,5598,65,339,606,362,715,312,294,436
715,4237,3630,339,606,149,539,255,294,436,184
255,2150,7788,606,149,59,715,259,436,184,88
259,9289,389,149,59,255,184,88
399,9797,4127,265,418,71,108,42
71,4337,5223,265,418,178,399,513,108,42,13
513,2340,260,418,178,190,71,438,42,13,531
438,7013,5472,178,190,852,513,444,13,531,704
444,7044,5718,190,852,454,438,564,531,704,880
564,3379,1524,852,454,834,444,735,704,880,8
735,1316,6108,454,834,537,564,240,880,8,677
240,3534,293,834,537,697,735,994,8,677,269
994,497,2318,537,697,241,240,647,677,269,414
647,4113,942,697,241,846,994,776,269,414,32
776,3810,8280,241,846,626,647,536,414,32,615
536,3815,5515,846,626,186,776,865,32,615,719
865,7370,7749,626,186,217,536,460,615,719,561
460,4284,3317,186,217,915,865,202,719,561,562
202,2558,7915,217,915,668,460,941,561,562,329
941,3580,1665,915,668,838,202,368,562,329,493
368,8680,9155,668,838,887,941,718,329,493,475
718,8510,8631,838,887,224,368,798,493,475,686
798,9573,6297,887,224,227,718,169,475,686,118
169,4342,1320,224,227,877,798,126,686,118,815
126,5514,5281,227,877,629,169,228,118,815,998
228,5688,5184,877,629,535,126,358,815,998,844
358,7728,2856,629,535,278,228,749,998,844,585
749,68,9216,535,278,845,358,635,844,585,429
635,4492,1886,278,845,371,749,883,585,429,675
883,2782,3537,845,371,72,635,768,429,675,614
768,1368,251,371,72,362,883,312,675,614,419
312,127,8234,72,362,539,768,294,614,419,23
294,4649,3927,362,539,715,312,436,419,23,826
436,261,6345,539,715,255,294,184,23,826,317
184,3713,290,715,255,259,436,88,826,317,801
88,225,9377,255,259,184,317,801
108,4663,1551,399,71,42,922,521
42,9240,5599,399,71,513,108,13,922,521,559
13,2769,7620,71,513,438,42,531,521,559,970
531,3923,363,513,438,444,13,704,559,970,984
704,4193,7496,438,444,564,531,880,970,984,478
880,2466,2769,444,564,735,704,8,984,478,355
8,102,6085,564,735,240,880,677,478,355,394
677,3981,6153,735,240,994,8,269,355,394,583
269,1913,1361,240,994,647,677,414,394,583,979
414,3219,8714,994,647,776,269,32,583,979,470
32,1922,7817,647,776,536,414,615,979,470,938
615,9552,4127,776,536,865,32,719,470,938,532
719,290,9590,536,865,460,615,561,938,532,484
561,3500,1216,865,460,202,719,562,532,484,328
562,8660,173,460,202,941,561,329,484,328,194
329,6359,4577,202,941,368,562,493,328,194,412
493,8471,6966,941,368,718,329,475,194,412,705
475,8545,1163,368,718,798,493,686,412,705,494
686,151,352,718,798,169,475,118,705,494,822
118,2814,7718,798,169,126,686,815,494,822,518
815,6854,2233,169,126,228,118,998,822,518,229
998,2294,2983,126,228,358,815,844,518,229,27
844,3329,8814,228,358,749,998,585,229,27,679
585,6611,4679,358,749,635,844,429,27,679,304
429,5700,3360,749,635,883,585,675,679,304,947
675,6929,2619,635,883,768,429,614,304,947,111
614,3960,4375,883,768,312,675,419,947,111,38
419,5552,7930,768,312,294,614,23,111,38,157
23,886,4299,312,294,436,419,826,38,157,485
826,9006,4018,294,436,184,23,317,157,485,300
317,3497,7616,436,184,88,826,801,485,300,187
801,8847,1688,184,88,317,300,187
922,7037,8351,108,42,521,943,936
521,2746,7742,108,42,13,922,559,943,936,400
559,6074,1736,42,13,531,521,970,936,400,558
970,9659,9541,13,531,704,559,984,400,558,428
984,565,6367,531,704,880,970,478,558,428,769
478,6410,1328,704,880,8,984,355,428,769,522
355,3514,1228,880,8,677,478,394,769,522,153
394,5045,8122,8,677,269,355,583,522,153,417
583,5294,7857,677,269,414,394,979,153,417,658
979,1729,8180,269,414,32,583,470,417,658,534
470,7304,3515,414,32,615,979,938,658,534,797
938,1037,5941,32,615,719,470,532,534,797,248
532,7393,5716,615,719,561,938,484,797,248,344
484,5882,5934,719,561,562,532,328,248,344,662
328,6014,6722,561,562,329,484,194,344,662,649
194,3539,6597,562,329,493,328,412,662,649,461
412,1652,988,329,493,475,194,705,649,461,794
705,5896,6039,493,475,686,412,494,461,794,906
494,9937,2516,475,686,118,705,822,794,906,671
822,1372,7026,686,118,815,494,518,906,671,137
518,51,9784,118,815,998,822,229,671,137,755
229,5003,2393,815,998,844,518,27,137,755,427
27,1043,4061,998,844,585,229,679,755,427,565
679,1397,1856,844,585,429,27,304,427,565,506
304,2887,9316,585,429,675,679,947,565,506,556
947,4035,8801,429,675,614,304,111,506,556,382
111,5203,7196,675,614,419,947,38,556,382,966
38,9385,7828,614,419,23,111,157,382,966,215
157,5736,6260,419,23,826,38,485,966,215,673
485,9713,3248,23,826,317,157,300,215,673,948
300,9036,1631,826,317,801,485,187,673,948,638
187,8855,110,317,801,300,948,638
943,2852,1103,922,521,936,913,283
936,7242,1320,922,521,559,943,400,913,283,927
400,5637,2197,521,559,970,936,558,283,927,147
558,81,1792,559,970,984,400,428,927,147,433
428,3050,7840,970,984,478,558,769,147,433,473
769,7473,7531,984,478,355,428,522,433,473,892
522,8988,196,478,355,394,769,153,473,892,345
153,9509,79,355,394,583,522,417,892,345,486
417,2146,4655,394,583,979,153,658,345,486,848
658,794,9785,583,979,470,417,534,486,848,257
534,3610,1630,979,470,938,658,797,848,257,507
797,5004,4844,470,938,532,534,248,257,507,861
248,8741,8301,938,532,484,797,344,507,861,185
344,500,2089,532,484,328,248,662,861,185,39
662,661,1648,484,328,194,344,649,185,39,914
649,8376,7579,328,194,412,662,461,39,914,810
461,1670,8754,194,412,705,649,794,914,810,168
794,6492,9564,412,705,494,461,906,810,168,106
906,7808,6780,705,494,822,794,671,168,106,177
671,726,8704,494,822,518,906,137,106,177,891
137,2270,7552,822,518,229,671,755,177,891,593
755,3499,7835,518,229,27,137,427,891,593,340
427,6072,3095,229,27,679,755,565,593,340,524
565,3479,7670,27,679,304,427,506,340,524,210
506,1434,8530,679,304,947,565,556,524,210,121
556,2206,5447,304,947,111,506,382,210,121,35
382,4589,3639,947,111,38,556,966,121,35,56
966,9618,2879,111,38,157,382,215,35,56,139
215,5368,5075,38,157,485,966,673,56,139,949
673,6164,5952,157,485,300,215,948,139,949,855
948,1983,9949,485,300,187,673,638,949,855,83
638,4806,4712,300,187,948,855,83
913,3482,8491,943,936,283,899,201
283,3139,6220,943,936,400,913,927,899,201,946
927,7591,811,936,400,558,283,147,201,946,437
147,8528,2630,400,558,428,927,433,946,437,820
433,4930,410,558,428,769,147,473,437,820,225
473,988,6435,428,769,522,433,892,820,225,656
892,4017,367,769,522,153,473,345,225,656,431
345,1673,8341,522,153,417,892,486,656,431,77
486,3610,4731,153,417,658,345,848,431,77,296
848,84,6081,417,658,534,486,257,77,296,929
257,9017,7408,658,534,797,848,507,296,929,599
507,5892,586,534,797,248,257,861,929,599,957
861,3923,118,797,248,344,507,185,599,957,508
185,4602,5566,248,344,662,861,39,957,508,309
39,9671,5627,344,662,649,185,914,508,309,620
914,9912,735,662,649,461,39,810,309,620,578
810,3218,8005,649,461,794,914,168,620,578,80
168,235,8071,461,794,906,810,106,578,80,162
106,1070,7903,794,906,671,168,177,80,162,204
177,7096,7600,906,671,137,106,891,162,204,19
891,2287,8617,671,137,755,177,593,204,19,348
593,843,1846,137,755,427,891,340,19,348,555
340,53,3058,755,427,565,593,524,348,555,813
524,8371,212,427,565,506,340,210,555,813,471
210,4657,2848,565,506,556,524,121,813,471,722
121,884,5100,506,556,382,210,35,471,722,825
35,4197,65,556,382,966,121,56,722,825,123
56,282,7808,382,966,215,35,139,825,123,757
139,4601,6561,966,215,673,56,949,123,757,20
949,5806,8961,215,673,948,139,855,757,20,36
855,7322,89,673,948,638,949,83,20,36,613
83,2630,3946,948,638,855,36,613
899,6784,2818,913,283,201,917,545
201,3958,9143,913,283,927,899,946,917,545,746
946,3010,4387,283,927,147,201,437,545,746,68
437,8770,1274,927,147,433,946,820,746,68,245
820,89,6559,147,433,473,437,225,68,245,817
225,7871,698,433,473,892,820,656,245,817,386
656,1410,3589,473,892,345,225,431,817,386,759
431,919,2231,892,345,486,656,77,386,759,22
77,2588,8466,345,486,848,431,296,759,22,160
296,6734,5123,486,848,257,77,929,22,160,232
929,9604,3445,848,257,507,296,599,160,232,81
599,7610,8542,257,507,861,929,957,232,81,541
957,9116,6154,507,861,185,599,508,81,541,744
508,8412,370,861,185,39,957,309,541,744,336
309,3929,3293,185,39,914,508,620,744,336,681
620,2934,942,39,914,810,309,578,336,681,511
578,5811,274,914,810,168,620,80,681,511,807
80,8138,9173,810,168,106,578,162,511,807,409
162,3462,5978,168,106,177,80,204,807,409,643
204,9120,1944,106,177,891,162,19,409,643,752
19,1957,5858,177,891,593,204,348,643,752,753
348,3807,2441,891,593,340,19,555,752,753,669
555,6983,6901,593,340,524,348,813,753,669,115
813,3773,22,340,524,210,555,471,669,115,130
471,2757,5732,524,210,121,813,722,115,130,90
722,432,9740,210,121,35,471,825,130,90,199
825,3532,558,121,35,56,722,123,90,199,308
123,5475,2178,35,56,139,825,757,199,308,318
757,6857,3501,56,139,949,123,20,308,318,114
20,2727,6602,139,949,855,757,36,318,114,821
36,8351,3526,949,855,83,20,613,114,821,902
613,8236,3356,855,83,36,821,902
917,5432,9789,899,201,545,179,969
545,846,9202,899,201,946,917,746,179,969,458
746,4949,353,201,946,437,545,68,969,458,517
68,2681,2359,946,437,820,746,245,458,517,449
245,3220,6362,437,820,225,68,817,517,449,940
817,1135,8938,820,225,656,245,386,449,940,799
386,1887,1278,225,656,431,817,759,940,799,725
759,8385,8689,656,431,77,386,22,799,725,43
22,8513,1378,431,77,296,759,160,725,43,695
160,3789,5697,77,296,929,22,232,43,695,690
232,4505,9839,296,929,599,160,81,695,690,525
81,8651,2208,929,599,957,232,541,690,525,954
541,8986,6907,599,957,508,81,744,525,954,515
744,4950,5755,957,508,309,541,336,954,515,3
336,4502,6243,508,309,620,744,681,515,3,980
681,7914,3624,309,620,578,336,511,3,980,375
511,9699,2371,620,578,80,681,807,980,375,161
807,1944,3644,578,80,162,511,409,375,161,145
409,2334,5719,80,162,204,807,643,161,145,134
643,8993,312,162,204,19,409,752,145,134,176
752,861,962,204,19,348,643,753,134,176,728
753,5245,6870,19,348,555,752,669,176,728,379
669,4480,2780,348,555,813,753,115,728,379,574
115,1893,3448,555,813,471,669,130,379,574,740
130,5438,3859,813,471,722,115,90,574,740,868
90,1955,7009,471,722,825,130,199,740,868,739
199,2795,5646,722,825,123,90,308,868,739,212
308,401,4665,825,123,757,199,318,739,212,189
318,3055,3852,123,757,20,308,114,212,189,360
114,2435,1444,757,20,36,318,821,189,360,5
821,305,3482,20,36,613,114,902,360,5,135
902,2954,7714,36,613,821,5,135
179,7332,2199,917,545,969,808,49
969,9997,9588,917,545,746,179,458,808,49,530
458,5439,4628,545,746,68,969,517,49,530,467
517,1721,6514,746,68,245,458,449,530,467,205
449,7746,7373,68,245,817,517,940,467,205,311
940,6753,991,245,817,386,449,799,205,311,930
799,5771,8039,817,386,759,940,725,311,930,60
725,2855,9472,386,759,22,799,43,930,60,250
43,5714,2117,759,22,160,725,695,60,250,724
695,2672,4555,22,160,232,43,690,250,724,93
690,4627,8379,160,232,81,695,525,724,93,550
525,3622,1376,232,81,541,690,954,93,550,985
954,4289,1971,81,541,744,525,515,550,985,435
515,9912,9190,541,744,336,954,3,985,435,107
3,7021,1035,744,336,681,515,980,435,107,945
980,6349,5739,336,681,511,3,375,107,945,479
375,8143,9521,681,511,807,980,161,945,479,553
161,4331,4482,511,807,409,375,145,479,553,710
145,1913,6252,807,409,643,161,134,553,710,299
134,9808,7114,409,643,752,145,176,710,299,683
176,6665,3,643,752,753,134,728,299,683,1
728,8489,9173,752,753,669,176,379,683,1,831
379,4343,356,753,669,115,728,574,1,831,272
574,727,456,669,115,130,379,740,831,272,335
740,2728,7167,115,130,90,574,868,272,335,793
868,7447,6240,130,90,199,740,739,335,793,273
739,9022,6440,90,199,308,868,212,793,273,897
212,798,9634,199,308,318,739,189,273,897,709
189,3724,586,308,318,114,212,360,897,709,282
360,4891,3390,318,114,821,189,5,709,282,636
5,6045,6780,114,821,902,360,135,282,636,0
135,5548,455,821,902,5,636,0
808,1211,6424,179,969,49,468,751
49,1132,4688,179,969,458,808,530,468,751,172
530,9226,3559,969,458,517,49,467,751,172,410
467,6155,9017,458,517,449,530,205,172,410,616
205,1084,4352,517,449,940,467,311,410,616,676
311,2809,3356,449,940,799,205,930,616,676,292
930,1985,5070,940,799,725,311,60,676,292,858
60,6241,4801,799,725,43,930,250,292,858,214
250,4780,8871,725,43,695,60,724,858,214,587
724,1148,7628,43,695,690,250,93,214,587,337
93,9546,4366,695,690,525,724,550,587,337,916
550,4685,8312,690,525,954,93,985,337,916,770
985,2174,3521,525,954,515,550,435,916,770,280
435,1007,6917,954,515,3,985,107,770,280,67
107,7894,5063,515,3,980,435,945,280,67,894
945,2050,9799,3,980,375,107,479,67,894,94
479,6324,6148,980,375,161,945,553,894,94,196
553,6128,2296,375,161,145,479,710,94,196,76
710,9484,7848,161,145,134,553,299,196,76,150
299,215,9503,145,134,176,710,683,76,150,246
683,6423,7131,134,176,728,299,1,150,246,174
1,2726,787,176,728,379,683,831,246,174,878
831,2010,3564,728,379,574,1,272,174,878,633
272,7675,5924,379,574,740,831,335,878,633,923
335,6238,4570,574,740,868,272,793,633,923,50
793,6495,5244,740,868,739,335,273,923,50,490
273,3340,8770,868,739,212,793,897,50,490,527
897,3174,9874,739,212,189,273,709,490,527,526
709,6089,1354,212,189,360,897,282,527,526,100
